Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefoxitin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin/sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin/tazobactam,tetracycline,gentamicin,imipenem,meropenem,amikacin,cefepime,trimethoprim/sulfamethoxazole,ampicillin,amoxicillin/clavulanic acid,ertapenem,chloramphenicol,polymyxin B,cefotaxime,tigecycline,fosfomycin,cephalexin,norfloxacin,ticarcillin/clavulanic acid,trimethoprim,colistin
573.13048,EKP,8,64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14342,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13531,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13196,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14099,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14299,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,32,>4,>16,>64/4,<=2,<=2,<=1,<=1,32,16,2/38,>16,,,,,,,,,,,,
573.13283,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14189,EKP,8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13879,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13959,EKP,<=2,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13709,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,16,8/4,8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14239,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.14287,EKP,<=2,32,8,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13601,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13783,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14118,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,4,>8,8,32,<=1,>2/38,>16,,,,,,,,,,,,
573.13121,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13057,EKP,<=2,>64,<=4,<=4,<=0.5,>16,8,>16/8,<=2,<=1,<=2,>64/4,<=2,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.14355,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13529,EKP,>8,>64,8,>16,>2,>16,>16,16/8,16,>4,>16,16/4,4,4,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.13212,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1351,EKP,>8,,8,>16,>2,>16,>16,16/8,32,>4,>16,32/4,4,<=2,<=1,<=1,16,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.14308,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,<=1,4,>32,16,>2/38,>16,,,,,,,,,,,,
573.13504,EKP,<=2,64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14038,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14164,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,16,32/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13087,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13596,EKP,8,64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.13062,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13807,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,2/38,>16,,,,,,,,,,,,
573.14314,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,32,,>2/38,>16,,,,,,,,,,,,
573.13211,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14169,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,16,64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12984,EKP,1,,>16,>16,1,4,<=0.5,16/8,<=0.5,<=1,<=1,16/4,>8,1,<=0.25,<=0.125,<=4,<=0.5,1/19,>16,,,,,,,,,,,,
573.13179,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,<=2,4,<=1,<=1,32,,>2/38,>16,,,,,,,,,,,,
573.13855,EKP,8,64,>16,>16,>2,>16,>16,>16/8,>32,>4,,>64/4,8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1357,EKP,8,64,<=4,<=4,2,>16,8,4/2,<=2,<=1,8,<=2/4,<=2,4,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.14016,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14226,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,2,32,16,>2/38,>16,,,,,,,,,,,,
573.13006,EKP,1,64,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,>8,1,0.5,<=0.125,<=4,<=0.5,>2/38,>16,,,,,,,,,,,,
573.13898,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1361,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14412,EKP,4,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13015,EKP,1,,<=4,<=4,<=0.5,<=1,<=0.5,4/2,<=0.5,<=1,<=1,4/4,2,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.13883,EKP,<=2,,16,>16,>2,>16,>16,>16/8,32,>4,>16,>64/4,8,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.14323,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,32,>4,>16,64/4,4,4,<=1,<=1,32,8,>2/38,>16,,,,,,,,,,,,
573.13579,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13849,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,>32,16,>2/38,>16,,,,,,,,,,,,
573.13354,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,<=2,2,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13282,EKP,8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.1367,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13894,EKP,8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13691,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,8,>8,16,16,>2/38,>16,,,,,,,,,,,,
573.13947,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,4,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13912,EKP,8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13164,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13925,EKP,<=2,,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,>64/4,>8,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.14465,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,4,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.12948,EKP,>8,,>16,,>2,>32,8,>16/8,>32,>4,>16,>64/4,>8,2,8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.1391,EKP,8,,,>16,>2,>16,16,>16/8,>32,>4,>16,16/4,<=2,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13166,EKP,8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,16,16/4,>8,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13408,EKP,<=2,,16,16,<=0.5,<=2,1,16/8,<=2,<=1,<=2,32/4,>8,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.14453,EKP,<=2,,<=4,>16,>2,>16,<=0.5,>16/8,<=2,>4,<=2,<=2/4,>8,8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14289,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,32,<=1,>2/38,>16,,,,,,,,,,,,
573.1451,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13936,EKP,<=2,,,>16,>2,>16,4,8/4,>32,>4,8,<=2/4,>8,<=2,<=1,<=1,<=8,2,>2/38,>16,,,,,,,,,,,,
573.14362,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12956,EKP,>8,>64,16,,>2,>32,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=0.25,<=0.125,<=4,16,>2/38,>16,,,,,,,,,,,,
573.14018,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14509,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,>32,16,>2/38,>16,,,,,,,,,,,,
573.13757,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14019,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14234,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13271,EKP,8,,>16,>16,>2,>16,>16,16/8,32,>4,>16,16/4,8,<=2,<=1,<=1,16,4,1/19,>16,,,,,,,,,,,,
573.13182,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14082,EKP,8,,<=4,>16,>2,>16,16,>16/8,>32,>4,>16,8/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12934,EKP,1,32,<=4,<=4,<=0.5,2,<=0.5,4/2,<=0.5,<=1,<=1,<=2/4,<=1,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.14288,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,32,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13988,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13093,EKP,8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13597,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,2/38,>16,,,,,,,,,,,,
573.12904,EKP,1,32,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,<=0.5,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.14429,EKP,>8,,<=4,>16,>2,>16,8,>16/8,>32,<=1,16,16/4,>8,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.1395,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13011,EKP,>8,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,4,2,>8,>8,16,16,<=0.5/9.5,>16,,,,,,,,,,,,
573.13273,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13991,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,>8,32,16,>2/38,>16,,,,,,,,,,,,
573.1446,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13487,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14139,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,<=1,<=1,>32,16,>2/38,>16,,,,,,,,,,,,
573.14201,EKP,<=2,>64,<=4,8,1,>16,1,>16/8,32,<=1,<=2,4/4,>8,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13229,EKP,<=2,64,<=4,>16,2,>16,>16,>16/8,>32,<=1,>16,8/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13589,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,>64/4,>8,>8,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.13101,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,16,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.12878,EKP,<=0.5,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,4,<=0.5,<=0.25,0.094,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.13631,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13588,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13092,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13097,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13302,EKP,8,,>16,>16,>2,>16,>16,>16/8,16,>4,>16,32/4,>8,4,<=1,<=1,<=8,4,1/19,>16,,,,,,,,,,,,
573.13157,EKP,>8,>64,8,>16,>2,>16,>16,16/8,16,>4,>16,4/4,4,4,<=1,<=1,32,<=1,>2/38,>16,,,,,,,,,,,,
573.13902,EKP,>8,>64,<=4,>16,>2,>16,16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.14535,EKP,8,64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13262,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,<=1,<=1,<=8,,<=0.5/9,>16,,,,,,,,,,,,
573.13372,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13447,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,4,<=8,,1/19,>16,,,,,,,,,,,,
573.14521,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14259,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13889,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13931,EKP,>8,,,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,32,>16,<=0.5/9.5,>16,,,,,,,,,,,,
573.13923,EKP,>8,>64,,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13817,EKP,8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1438,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14317,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13706,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.12945,EKP,8,,>16,,>2,>32,>16,16/8,4,>4,>16,16/4,>8,8,<=0.25,<=0.125,<=4,1,<=0.5/9.5,>16,,,,,,,,,,,,
573.13113,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13255,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,2,16,>16,>2/38,>16,,,,,,,,,,,,
573.14295,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13544,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,4,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14384,EKP,8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13614,EKP,<=2,,<=4,>16,<=0.5,>16,2,>16/8,>32,<=1,>16,>64/4,<=2,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13422,EKP,<=2,,>16,>16,<=0.5,>16,>16,>16/8,32,<=1,>16,>64/4,>8,<=2,<=1,<=1,<=8,4,<=0.5/9,>16,,,,,,,,,,,,
573.13336,EKP,<=2,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13201,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13382,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,8,>8,<=8,,>2/38,>16,,,,,,,,,,,,
573.12882,EKP,1,<=16,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.13702,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14091,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,,2/38,>16,,,,,,,,,,,,
573.12875,EKP,1,64,<=4,<=4,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.1403,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.13892,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,>4,>16,16/4,<=2,<=2,<=1,<=1,<=8,>16,1/19,>16,,,,,,,,,,,,
573.14459,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14172,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13109,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1428,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,4,4,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14238,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14077,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,2,<=8,,>2/38,>16,,,,,,,,,,,,
573.14438,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14356,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13122,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13218,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,2,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12905,EKP,2,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.12912,EKP,1,>64,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.1401,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13897,EKP,>8,,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13276,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13712,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14022,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,>8,32,16,<=0.5/9,>16,,,,,,,,,,,,
573.14271,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,16,8/4,>8,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.1434,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14258,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13686,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,6,6,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1381,EKP,<=2,>64,,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13727,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
